id,modul_id,frage_kurz,alt,neu,confidence
130023,9003,"Welche Abfragen profitieren typischerweise von einem B-Tree-Index?",schwer,praxis,1.0
130024,9003,"Welches Phänomen verhindert die Isolationsstufe READ COMMITTED in der Regel?",schwer,praxis,1.0
130025,9003,"Wozu dient EXPLAIN (ANALYZE) in SQL-Datenbanken?",schwer,praxis,1.0
140001,9004,"Welche Adresse arbeitet auf Schicht 2 (Data Link) und identifiziert Geräte im lo...",einfach,basics,1.0
140002,9004,"Worin unterscheidet sich ein Hub von einem Switch?",einfach,praxis,1.0
140003,9004,"Welches Protokoll nutzt „ping“, um Erreichbarkeit zu prüfen?",einfach,basics,1.0
140004,9004,"Was bedeutet „Vollduplex“ auf einem Switch-Port?",einfach,basics,1.0
140005,9004,"Welche Aussage beschreibt die Beziehung von OSI- und TCP/IP-Modell richtig?",einfach,praxis,1.0
140006,9004,"Welche Angabe ist ein privater IPv4-Adressbereich gemäß RFC 1918?",einfach,basics,1.0
140007,9004,"Welche Subnetzmaske entspricht einem /24-Netz?",einfach,basics,1.0
140008,9004,"Wozu dient das „Default Gateway“ in einem IPv4-Netz?",einfach,basics,1.0
140009,9004,"Wie viele nutzbare Hostadressen hat ein IPv4-/30-Netz?",einfach,pruefung,1.0
140010,9004,"Welche Aussage zu IPv6 ist korrekt?",einfach,basics,1.0
140011,9004,"Wozu dienen VLANs in einem Layer-2-Netz?",mittel,basics,1.0
140012,9004,"Was transportiert ein 802.1Q-Trunk zwischen Switches?",mittel,basics,1.0
140013,9004,"Wozu dient das Spanning Tree Protocol (STP)?",mittel,basics,1.0
140014,9004,"Was ermöglicht „Port Security“ an Switch-Ports?",mittel,basics,1.0
140015,9004,"Wie kommunizieren Hosts in unterschiedlichen VLANs miteinander?",mittel,praxis,1.0
140016,9004,"Welche Aussage beschreibt den Unterschied zwischen TCP und UDP korrekt?",mittel,praxis,1.0
140017,9004,"Welche Route bezeichnet man als „Default-Route“ in IPv4?",mittel,basics,1.0
140018,9004,"Wozu wird Network Address Translation (NAT) hauptsächlich eingesetzt?",mittel,basics,1.0
140019,9004,"Welche Aufgabe hat DHCP in einem IP-Netz?",mittel,basics,1.0
140020,9004,"Wofür wird DNS in Netzwerken benötigt?",mittel,basics,1.0
140021,9004,"Was kennzeichnet eine zustandsbehaftete (stateful) Firewall?",schwer,basics,1.0
140022,9004,"Welches bekannte Port/Protokoll-Paar ist korrekt zugeordnet?",schwer,praxis,1.0
140023,9004,"Welcher Wireshark-Display-Filter zeigt nur TCP-Pakete auf Port 80?",schwer,praxis,1.0
140024,9004,"Welche Maßnahme hilft typischerweise gegen VLAN-Hopping-Angriffe?",schwer,praxis,1.0
140025,9004,"Auf welchem Mechanismus basiert „traceroute“ typischerweise?",schwer,praxis,1.0
150001,9005,"Welche Aufgabe hat der Kernel in einem Betriebssystem?",einfach,basics,1.0
150002,9005,"Was kennzeichnet einen absoluten Pfad in Linux?",einfach,basics,1.0
150003,9005,"Welches Kommando zeigt das aktuelle Arbeitsverzeichnis?",einfach,basics,1.0
150004,9005,"Wo liegen unter Linux typischerweise die Home-Verzeichnisse der Nutzer?",einfach,basics,1.0
150005,9005,"Was zeigt „ls -l“ zusätzlich gegenüber „ls“?",einfach,basics,1.0
150006,9005,"Wozu dient der Pipe-Operator „|“ in der Shell?",einfach,praxis,1.0
150007,9005,"Was bewirkt der Umleitungs-Operator „>“?",einfach,praxis,1.0
150008,9005,"Welches Tool durchsucht Text nach Mustern (Regex)?",einfach,praxis,1.0
150009,9005,"Welcher Paketmanager wird typischerweise unter Debian/Ubuntu verwendet?",einfach,basics,1.0
150010,9005,"Mit welchem Befehl zeigt man die ersten Zeilen einer Datei an?",einfach,basics,1.0
150011,9005,"Welche Rechte setzt „chmod 640 datei“?",mittel,basics,1.0
150012,9005,"Worin besteht der Unterschied zwischen Hardlink und symbolischem Link?",mittel,praxis,1.0
150013,9005,"Wie ändert man den Besitzer eines Verzeichnisses samt aller Unterelemente?",mittel,praxis,1.0
150014,9005,"Welche find-Syntax findet *.log Dateien unter /var/log (nicht rekursiv beschränk...",mittel,praxis,1.0
150015,9005,"Wofür steht die „umask“?",mittel,basics,1.0
150016,9005,"Welches Tool zeigt laufende Prozesse interaktiv inkl. CPU/RAM-Nutzung?",mittel,basics,1.0
150017,9005,"Welches Signal bittet einen Prozess um geordnetes Beenden?",mittel,basics,1.0
150018,9005,"Welches Werkzeug steuert Dienste unter systemd (Start/Stop/Enable)?",mittel,basics,1.0
150019,9005,"Wie ruft man Systemd-Journal-Logs eines Dienstes ab?",mittel,basics,1.0
150020,9005,"Welcher Mechanismus plant wiederkehrende Tasks (z. B. täglich 03:00 Uhr)?",mittel,basics,1.0
150021,9005,"Welche Praxis ist für Administrationsaufgaben am sichersten?",schwer,praxis,1.0
150022,9005,"Welche SSH-Authentifizierung ist empfehlenswert?",schwer,praxis,1.0
150023,9005,"Was bewirkt das setuid-Bit bei ausführbaren Dateien?",schwer,basics,1.0
150024,9005,"Welches Ziel verfolgen SELinux und AppArmor?",schwer,praxis,1.0
150025,9005,"Wozu dient die Shebang-Zeile (z. B. „#!/bin/bash“) am Anfang eines Scripts?",schwer,basics,1.0
160001,9006,"Welche Hauptaufgabe hat die CPU in einem Computersystem?",einfach,basics,1.0
160002,9006,"Welcher Speicher ist nicht flüchtig (behält Daten ohne Strom)?",einfach,basics,1.0
160003,9006,"Welcher Anschluss wird typischerweise für schnelle externe Massenspeicher genutz...",einfach,basics,1.0
160004,9006,"Was kennzeichnet eine aktive Kühlung im PC?",einfach,basics,1.0
160005,9006,"Was ist ein gängiger Mainboard-Formfaktor im Desktop-Bereich?",einfach,basics,1.0
160006,9006,"Welcher RAID-Level spiegelt Daten zur Erhöhung der Ausfallsicherheit?",einfach,praxis,1.0
160007,9006,"Welches Dateisystem ist unter Linux verbreitet und journaled?",einfach,basics,1.0
160008,9006,"Welche Aussage zu SSDs trifft zu?",einfach,basics,1.0
160009,9006,"Welche maximale Dateigröße unterstützt FAT32?",einfach,basics,1.0
160010,9006,"Worin unterscheidet sich NVMe typischerweise von SATA-SSDs?",einfach,praxis,1.0
160011,9006,"Was bewirkt Dual-Channel-RAM-Betrieb?",mittel,praxis,1.0
160012,9006,"Wofür steht die CAS-Latenz (CL) bei RAM?",mittel,basics,1.0
160013,9006,"Wozu dient „virtueller Speicher“ (Swap/Pagefile)?",mittel,basics,1.0
160014,9006,"Welche Aussage zu 32-Bit vs. 64-Bit-Systemen ist korrekt?",mittel,praxis,1.0
160015,9006,"Welche Maßnahme steigert typischerweise Multi-Thread-Performance am ehesten?",mittel,praxis,1.0
160016,9006,"Worin unterscheiden sich Typ-1- und Typ-2-Hypervisor?",mittel,praxis,1.0
160017,9006,"Wozu dienen Snapshots in VMs?",mittel,basics,1.0
160018,9006,"Was unterscheidet Container typischerweise von VMs?",mittel,praxis,1.0
160019,9006,"Welches Angebot ist ein Beispiel für IaaS (Infrastructure as a Service)?",mittel,basics,1.0
160020,9006,"Was beschreibt „horizontale Skalierung“ im Vergleich zu „vertikaler Skalierung“?",mittel,praxis,1.0
160021,9006,"Welches Ziel verfolgt UEFI Secure Boot?",schwer,basics,1.0
160022,9006,"Wofür wird ein TPM (Trusted Platform Module) typischerweise genutzt?",schwer,basics,1.0
160023,9006,"SMART meldet viele „Reallocated Sectors“. Was ist die richtige Reaktion?",schwer,praxis,1.0
160024,9006,"Was bedeutet die 3-2-1-Backup-Regel?",schwer,basics,1.0
160025,9006,"Welche Maßnahme schützt Daten auf einem verlorenen/gestohlenen Laptop am zuverlä...",schwer,praxis,1.0
170001,9007,"Was beschreibt am besten, was eine Variable in Programmiersprachen ist?",einfach,basics,1.0
170002,9007,"Welche Aussage zu Datentypen ist korrekt?",einfach,basics,1.0
170003,9007,"Wozu dienen Kommentare im Code?",einfach,basics,1.0
170004,9007,"Was bewirkt eine Typumwandlung (Casting/Conversion)?",einfach,basics,1.0
170005,9007,"Welche Aussage zu Standard-Ein-/Ausgabe (stdin/stdout) trifft zu?",einfach,basics,1.0
170006,9007,"Wozu dient eine if/else-Struktur?",einfach,basics,1.0
170007,9007,"Welche Aussage zu Schleifen ist korrekt?",einfach,basics,1.0
170008,9007,"Welche Struktur speichert geordnete Elemente und ist über Indizes zugreifbar?",einfach,basics,1.0
170009,9007,"Welche Struktur ordnet Schlüsseln Werte zu (Key→Value)?",einfach,basics,1.0
170010,9007,"Was ist der Unterschied zwischen break und continue in Schleifen?",einfach,praxis,1.0
170011,9007,"Wofür steht „Kapselung“ (Encapsulation) in der OOP?",mittel,basics,1.0
170012,9007,"Was beschreibt Polymorphie in der OOP am besten?",mittel,basics,1.0
170013,9007,"Wozu dient ein Konstruktor in Klassen?",mittel,basics,1.0
170014,9007,"Welche Aussage zu Exceptions (Ausnahmen) ist korrekt?",mittel,basics,1.0
170015,9007,"Was unterscheidet üblicherweise ein Interface von einer abstrakten Klasse?",mittel,praxis,1.0
170016,9007,"Was ist der Unterschied zwischen git commit und git push?",mittel,praxis,1.0
170017,9007,"Wozu dienen Branches in Git?",mittel,basics,1.0
170018,9007,"Wozu dient eine .gitignore-Datei?",mittel,basics,1.0
170019,9007,"Was kennzeichnet gute Unit-Tests?",mittel,praxis,1.0
170020,9007,"Wozu dient eine CI/CD-Pipeline?",mittel,praxis,1.0
170021,9007,"Welche Zeitkomplexität hat die binäre Suche in einer sortierten Liste?",schwer,pruefung,1.0
170022,9007,"Welches Sortierverfahren gilt (in typischer Implementierung) als stabil?",schwer,pruefung,1.0
170023,9007,"Welche Maßnahme schützt am zuverlässigsten gegen SQL-Injection?",schwer,praxis,1.0
170024,9007,"Worin unterscheidet sich kryptografisches Hashing von Verschlüsselung?",schwer,praxis,1.0
170025,9007,"Was ist eine Race Condition und wie verhindert man sie typischerweise?",schwer,praxis,1.0
180001,9008,"Wofür steht die CIA-Triade in der Informationssicherheit?",einfach,basics,1.0
180002,9008,"Welche Aussage beschreibt „Schwachstelle“ korrekt?",einfach,basics,1.0
180003,9008,"Warum sind regelmäßige Sicherheitsupdates wichtig?",einfach,praxis,1.0
180004,9008,"Was kennzeichnet Ransomware?",einfach,basics,1.0
180005,9008,"Welche Aussage beschreibt ein starkes Passwort am besten?",einfach,basics,1.0
180006,9008,"Wozu dient eine Netzwerk-Firewall grundsätzlich?",einfach,basics,1.0
180007,9008,"Wofür steht das „S“ in HTTPS und was bedeutet es technisch?",einfach,basics,1.0
180008,9008,"Was ist der Hauptzweck eines VPN?",einfach,basics,1.0
180009,9008,"Woran erkennst du oft Phishing in E-Mails/Links?",einfach,praxis,1.0
180010,9008,"Was bedeutet ein „offener Port“ auf einem Server?",einfach,basics,1.0
180011,9008,"Warum erhöht Multi-Faktor-Authentifizierung (MFA) die Sicherheit deutlich?",mittel,praxis,1.0
180012,9008,"Worin unterscheidet sich kryptografisches Hashing von Verschlüsselung im Sicherh...",mittel,praxis,1.0
180013,9008,"Wozu dient ein Salt bei der Passwortspeicherung?",mittel,praxis,1.0
180014,9008,"Was bestätigt ein digitales Zertifikat (X.509) grundsätzlich?",mittel,basics,1.0
180015,9008,"Welche Ziele erreicht der TLS-Handschlag typischerweise vor dem Datentransfer?",mittel,praxis,1.0
180016,9008,"Was bedeutet das Prinzip „Least Privilege“ im Betrieb?",mittel,basics,1.0
180017,9008,"Warum hilft Netzwerksegmentierung bei der Sicherheitsarchitektur?",mittel,praxis,1.0
180018,9008,"Welche Strategie beschreibt die 3-2-1-Regel bei Backups?",mittel,praxis,1.0
180019,9008,"Warum ist zentrales Logging/Monitoring (z. B. SIEM) sicherheitsrelevant?",mittel,praxis,1.0
180020,9008,"Welche Erstmaßnahme ist bei Malware-Verdacht auf einem Arbeitsplatz-PC typischer...",mittel,praxis,1.0
180021,9008,"Welche Maßnahme schützt am zuverlässigsten gegen SQL-Injection?",schwer,praxis,1.0
180022,9008,"Wie beugst du Cross-Site Scripting (XSS) typischerweise vor?",schwer,praxis,1.0
180023,9008,"Welche Maßnahme schützt zuverlässig gegen CSRF?",schwer,praxis,1.0
180024,9008,"Wofür wird HSTS (Strict-Transport-Security) eingesetzt?",schwer,basics,1.0
180025,9008,"Was beschreibt das Zero-Trust-Prinzip am treffendsten?",schwer,basics,1.0
190001,9009,"Wozu dienen semantische HTML-Tags wie <header>, <main>, <nav>, <footer>?",einfach,basics,1.0
190002,9009,"Welche Bestandteile umfasst das CSS-Box-Modell?",einfach,basics,1.0
190003,9009,"Welche Regel gewinnt typischerweise bei CSS-Konflikten (gleicher Ursprung)?",einfach,praxis,1.0
190004,9009,"Welche Aussage zu GET vs. POST trifft zu?",einfach,praxis,1.0
190005,9009,"Welche Statuscode-Klassen stehen grob wofür (2xx/4xx/5xx)?",einfach,basics,1.0
190006,9009,"Was unterscheidet „let“ von „const“ in modernem JavaScript?",einfach,basics,1.0
190007,9009,"Wie wählst du das erste Element, das zu einem CSS-Selektor passt?",einfach,praxis,1.0
190008,9009,"Was beschreibt „Event-Bubbling“ im DOM?",einfach,basics,1.0
190009,9009,"Wofür dienen JSON.parse und JSON.stringify?",einfach,basics,1.0
190010,9009,"Welche Aussage zu fetch und Promises ist korrekt?",einfach,praxis,1.0
190011,9009,"Welches Prinzip gehört zu REST-Architekturen?",mittel,basics,1.0
190012,9009,"Welches Mapping von CRUD auf HTTP-Methoden ist üblich?",mittel,praxis,1.0
190013,9009,"Welche Methode ist beim Aktualisieren einer Ressource typischerweise idempotent?",mittel,praxis,1.0
190014,9009,"Welcher Statuscode ist beim erfolgreichen Anlegen einer Ressource per POST korre...",mittel,praxis,1.0
190015,9009,"Welcher Content-Type ist für JSON-APIs korrekt?",mittel,basics,1.0
190016,9009,"Wozu dient eine CI/CD-Pipeline im Web-Projekt?",mittel,basics,1.0
190017,9009,"Was ist der Unterschied zwischen Docker-Image und Container?",mittel,praxis,1.0
190018,9009,"Wie sollten Konfiguration/Secrets für verschiedene Umgebungen verwaltet werden?",mittel,pruefung,1.0
190019,9009,"Wozu dient ein Reverse Proxy (z. B. Nginx) vor einer Web-App?",mittel,praxis,1.0
190020,9009,"Was beschreibt Blue-Green-Deployment?",mittel,praxis,1.0
190021,9009,"Wofür ist CORS (Cross-Origin Resource Sharing) da?",schwer,basics,1.0
190022,9009,"Welche Kombination schützt zuverlässig gegen CSRF in Web-Apps?",schwer,praxis,1.0
190023,9009,"Wofür setzt man Content-Security-Policy (CSP) ein?",schwer,basics,1.0
190024,9009,"Welche Header/Mechanismen steuern typischerweise Browser-/Proxy-Caching?",schwer,praxis,1.0
190025,9009,"Welche Maßnahme verbessert Web-Performance typischerweise spürbar?",schwer,praxis,1.0
200001,9010,"Welche Zuordnung von Cloud-Modell zu Beispiel passt am besten?",einfach,praxis,1.0
200002,9010,"Was beschreibt das Shared-Responsibility-Modell korrekt (IaaS)?",einfach,praxis,1.0
200003,9010,"Was ist eine Availability Zone (AZ) typischerweise?",einfach,basics,1.0
200004,9010,"Welche Aussage zur Cloud-Abrechnung passt?",einfach,praxis,1.0
200005,9010,"Was bedeutet „Lift & Shift“ bei Cloud-Migrationen?",einfach,basics,1.0
200006,9010,"Wozu dient eine CI/CD-Pipeline im DevOps-Kontext?",einfach,basics,1.0
200007,9010,"Was unterscheidet Branches von Tags in Git?",einfach,praxis,1.0
200008,9010,"Warum sind Einrückungen in YAML wichtig (z. B. für Pipeline-Definitionen)?",einfach,basics,1.0
200009,9010,"Was ist ein „Build-Artefakt“ in CI/CD?",einfach,basics,1.0
200010,9010,"Worin besteht die Grundidee von GitOps?",einfach,basics,1.0
200011,9010,"Was ist ein Pod in Kubernetes?",mittel,basics,1.0
200012,9010,"Wozu dient ein Service in Kubernetes?",mittel,basics,1.0
200013,9010,"Welche Eigenschaft hat ein Deployment in Kubernetes typischerweise?",mittel,basics,1.0
200014,9010,"Wofür wird ein Ingress (Controller) verwendet?",mittel,basics,1.0
200015,9010,"Was unterscheidet Container-Image und Container?",mittel,praxis,1.0
200016,9010,"Wozu dient „terraform plan“ im Vergleich zu „apply“?",mittel,praxis,1.0
200017,9010,"Warum ist der Terraform-State wichtig und oft remote gespeichert?",mittel,praxis,1.0
200018,9010,"Welche Aussage trifft deklarativ (Terraform) vs. imperativ (z. B. ad-hoc Skripte...",mittel,praxis,1.0
200019,9010,"Welche Zuordnung passt für SLI, SLO und SLA?",mittel,praxis,1.0
200020,9010,"Was ist der Unterschied zwischen Logs, Metrics und Traces (Observability)?",mittel,praxis,1.0
200021,9010,"Wie erreicht man Hochverfügbarkeit in der Cloud typischerweise am zuverlässigste...",schwer,praxis,1.0
200022,9010,"Worin unterscheidet sich horizontale von vertikaler Skalierung?",schwer,praxis,1.0
200023,9010,"Was unterscheidet Blue/Green-Deployment von Canary-Releases?",schwer,praxis,1.0
200024,9010,"Welche Maßnahme reduziert Cloud-Kosten typischerweise effektiv?",schwer,praxis,1.0
200025,9010,"Wozu dient ein „Error Budget“ im SRE-Ansatz?",schwer,praxis,1.0
210001,9011,"Worin besteht der Unterschied zwischen Datenstruktur und Algorithmus?",einfach,praxis,1.0
210002,9011,"Welche Struktur erlaubt typischerweise random access in O(1)?",einfach,praxis,1.0
210003,9011,"Welches Prinzip beschreibt einen Stack am besten?",einfach,basics,1.0
210004,9011,"Welche Aussage beschreibt eine Queue korrekt?",einfach,basics,1.0
210005,9011,"Was beschreibt die Big-O-Notation grob?",einfach,basics,1.0
210006,9011,"Wie teuer ist das Einfügen am Anfang einer einfach verketteten Liste?",einfach,praxis,1.0
210007,9011,"Wie teuer ist lineare Suche in einer unsortierten einfach verketteten Liste im W...",einfach,praxis,1.0
210008,9011,"Was zeichnet eine Deque (Double-Ended Queue) aus?",einfach,basics,1.0
210009,9011,"Welche Struktur bietet typischerweise schnelleren Indexzugriff?",einfach,praxis,1.0
210010,9011,"Wofür wird ein Ringpuffer (circular buffer) häufig genutzt?",einfach,praxis,1.0
210011,9011,"Welche Eigenschaft hat ein binärer Suchbaum (BST)?",mittel,basics,1.0
210012,9011,"Welche Reihenfolge liefert eine Inorder-Traversierung eines BST typischerweise?",mittel,basics,1.0
210013,9011,"Was kennzeichnet einen Max-Heap?",mittel,basics,1.0
210014,9011,"Welche Ordnung hat die Höhe eines gut balancierten binären Baums mit n Knoten?",mittel,praxis,1.0
210015,9011,"Warum nutzen Datenbanken oft B-Bäume/B+-Bäume für Indexe?",mittel,praxis,1.0
210016,9011,"Welche Aussage zu BFS im ungewichteten Graph ist korrekt?",mittel,praxis,1.0
210017,9011,"Worauf ist Dijkstras Algorithmus angewiesen, damit er korrekte kürzeste Wege lie...",mittel,praxis,1.0
210018,9011,"Welche durchschnittliche Zeitkomplexität hat QuickSort?",mittel,praxis,1.0
210019,9011,"Welche Aussage zu MergeSort ist korrekt?",mittel,praxis,1.0
210020,9011,"Welche Aussage zu Hash-Tabellen (mit gutem Hash/Load-Factor) trifft typischerwei...",mittel,praxis,1.0
210021,9011,"Welches Beispiel illustriert amortisierte O(1)-Kosten gut?",schwer,praxis,1.0
210022,9011,"Was kennzeichnet Dynamic Programming (DP)?",schwer,praxis,1.0
210023,9011,"Worin unterscheidet sich Greedy typischerweise von DP?",schwer,praxis,1.0
210024,9011,"Welche Aussage zu NP-vollständig trifft zu (Entscheidungsprobleme)?",schwer,pruefung,1.0
210025,9011,"Welches Beispiel beschreibt einen Space-Time-Tradeoff?",schwer,pruefung,1.0
210240,null,"Was ist Google Cloud Platform?",mittel,basics,1.0
210241,null,"Was ist Google Compute Engine?",mittel,basics,1.0
210242,null,"Was ist Google App Engine?",mittel,basics,1.0
210243,null,"Was ist Google Kubernetes Engine?",mittel,basics,1.0
210244,null,"Was ist Cloud Functions?",mittel,basics,1.0
210245,null,"Was ist Cloud Run?",mittel,basics,1.0
210246,null,"Was ist Google Cloud Storage?",mittel,basics,1.0
210247,null,"Was sind Storage Classes?",mittel,basics,1.0
210248,null,"Was ist Cloud SQL?",mittel,basics,1.0
210249,null,"Was ist Cloud Spanner?",mittel,basics,1.0
210250,null,"Was ist BigQuery?",mittel,basics,1.0
210251,null,"Was ist Firestore?",mittel,basics,1.0
210252,null,"Was ist Cloud Bigtable?",schwer,basics,1.0
210253,null,"Was ist VPC (Virtual Private Cloud)?",mittel,basics,1.0
210254,null,"Was ist Cloud Load Balancing?",mittel,basics,1.0
210255,null,"Was ist Cloud CDN?",mittel,basics,1.0
210256,null,"Was ist Cloud Interconnect?",schwer,basics,1.0
210257,null,"Was ist Cloud VPN?",mittel,basics,1.0
210258,null,"Was ist IAM (Identity and Access Management)?",mittel,basics,1.0
210259,null,"Was sind Service Accounts?",mittel,basics,1.0
210260,null,"Was ist Cloud Identity?",mittel,basics,1.0
210261,null,"Was ist Cloud KMS?",mittel,basics,1.0
210262,null,"Was ist Security Command Center?",mittel,basics,1.0
210263,null,"Was ist Cloud Armor?",mittel,basics,1.0
210264,null,"Was ist Binary Authorization?",schwer,basics,1.0
210265,null,"Was ist Cloud Monitoring?",mittel,basics,1.0
210266,null,"Was ist Cloud Logging?",mittel,basics,1.0
210267,null,"Was ist Cloud Trace?",mittel,basics,1.0
210268,null,"Was ist Cloud Debugger?",mittel,basics,1.0
210269,null,"Was ist Cloud Profiler?",schwer,basics,1.0
210270,null,"Was ist der Google Cloud Pricing Calculator?",mittel,basics,1.0
210271,null,"Was sind Committed Use Discounts?",mittel,basics,1.0
210272,null,"Was sind Sustained Use Discounts?",mittel,basics,1.0
210273,null,"Was sind Preemptible VMs?",mittel,basics,1.0
210274,null,"Was ist Cloud Billing?",mittel,basics,1.0
210275,null,"Was sind Cost Management Best Practices?",mittel,basics,1.0
210276,null,"Was ist eine GCP Region?",mittel,basics,1.0
210277,null,"Was ist eine Zone?",mittel,basics,1.0
210278,null,"Was ist Multi-Region?",mittel,basics,1.0
210279,null,"Was ist der Unterschied zwischen Region und Multi-Region?",mittel,praxis,1.0
210280,null,"Was ist Cloud Deployment Manager?",mittel,basics,1.0
210281,null,"Was ist Terraform mit GCP?",mittel,basics,1.0
210282,null,"Was ist Anthos?",schwer,basics,1.0
210283,null,"Was ist Hybrid Cloud?",mittel,basics,1.0
210284,null,"Was ist Multi-Cloud?",mittel,basics,1.0
210285,null,"Was ist AI Platform?",mittel,basics,1.0
210286,null,"Was ist AutoML?",mittel,basics,1.0
210287,null,"Was ist Vertex AI?",schwer,basics,1.0
210288,null,"Was ist Cloud Pub/Sub?",mittel,basics,1.0
210289,null,"Was ist Dataflow?",schwer,basics,1.0
210290,null,"Welches AWS-Service ermöglicht die automatische Skalierung von EC2-Instanzen?",mittel,praxis,1.0
210291,null,"Was ist der Hauptvorteil von AWS Lambda?",mittel,basics,1.0
210292,null,"Welches Service bietet verwaltete NoSQL-Datenbanken?",mittel,praxis,1.0
210293,null,"Was beschreibt das AWS Shared Responsibility Model?",mittel,basics,1.0
210294,null,"Welches Tool hilft bei der Kostenkontrolle in AWS?",mittel,praxis,1.0
210295,null,"Was ist Amazon CloudFront?",mittel,basics,1.0
210296,null,"Welches Service ermöglicht sichere VPN-Verbindungen zu AWS?",mittel,praxis,1.0
210297,null,"Was ist der Unterschied zwischen S3 Standard und S3 Glacier?",mittel,praxis,1.0
210298,null,"Welches AWS-Service bietet Überwachung und Logging?",mittel,basics,1.0
210299,null,"Was ist eine Availability Zone?",mittel,basics,1.0
210300,null,"Welches Service ermöglicht DNS-Verwaltung?",mittel,basics,1.0
210301,null,"Was ist Amazon RDS?",mittel,basics,1.0
210302,null,"Welches Prinzip beschreibt ""Pay-as-you-go""?",mittel,basics,1.0
210303,null,"Was ist AWS IAM?",mittel,basics,1.0
210304,null,"Welches Service bietet E-Mail-Versand?",mittel,basics,1.0
210305,null,"Was ist der Hauptvorteil von Cloud Computing?",mittel,basics,1.0
210306,null,"Was bedeutet ""Elasticity"" in der Cloud?",mittel,basics,1.0
210307,null,"Welches AWS-Service bietet virtuelle Windows/Linux Desktops?",mittel,praxis,1.0
210308,null,"Was ist horizontale Skalierung?",mittel,basics,1.0
210309,null,"Welche Region sollte man wählen?",mittel,praxis,1.0
210310,null,"Was ist eine AWS Region?",mittel,basics,1.0
210311,null,"Was beschreibt Private Cloud?",mittel,basics,1.0
210312,null,"Was bedeutet High Availability?",mittel,basics,1.0
210313,null,"Welcher Service ermöglicht Hybrid Cloud?",mittel,praxis,1.0
210314,null,"Was ist Fault Tolerance?",mittel,basics,1.0
210315,null,"Welches Sicherheitsprinzip beschreibt ""Least Privilege""?",mittel,basics,1.0
210316,null,"Was ist AWS KMS?",mittel,basics,1.0
210317,null,"Welches Tool prüft automatisch Security Best Practices?",mittel,praxis,1.0
210318,null,"Was ist AWS Shield?",mittel,basics,1.0
210319,null,"Was ist MFA (Multi-Factor Authentication)?",mittel,basics,1.0
210320,null,"Welches Compliance-Programm gilt für Gesundheitsdaten (USA)?",schwer,basics,1.0
210321,null,"Was ist AWS Artifact?",mittel,basics,1.0
210322,null,"Was ist AWS Config?",mittel,basics,1.0
210323,null,"Was ist Encryption at Rest?",mittel,basics,1.0
210324,null,"Welches Service verwaltet SSL/TLS-Zertifikate?",mittel,praxis,1.0
210325,null,"Was ist AWS GuardDuty?",schwer,basics,1.0
210326,null,"Wer ist für physische Server-Sicherheit verantwortlich?",mittel,praxis,1.0
210327,null,"Was ist eine Security Group in AWS?",mittel,basics,1.0
210328,null,"Was ist eine NACL (Network Access Control List)?",mittel,basics,1.0
210329,null,"Welches Service bietet Container-Orchestrierung?",mittel,basics,1.0
210330,null,"Was ist AWS Elastic Beanstalk?",mittel,basics,1.0
210331,null,"Welches Service bietet Message Queuing?",mittel,basics,1.0
210332,null,"Was ist Amazon SNS?",mittel,basics,1.0
210333,null,"Welcher Speicher ist am schnellsten für EC2?",mittel,praxis,1.0
210334,null,"Was ist Amazon EBS?",mittel,basics,1.0
210335,null,"Welches Database-Service ist serverless?",mittel,praxis,1.0
210336,null,"Was ist AWS Step Functions?",schwer,basics,1.0
210337,null,"Welches Service ermöglicht API-Management?",mittel,basics,1.0
210338,null,"Was ist Amazon Cognito?",mittel,basics,1.0
210339,null,"Welches Service bietet Machine Learning ohne Code?",mittel,basics,1.0
210340,null,"Was ist AWS Glue?",schwer,basics,1.0
210341,null,"Welcher Service eignet sich für Data Warehousing?",mittel,basics,1.0
210342,null,"Was ist Amazon Kinesis?",schwer,basics,1.0
210343,null,"Was ist AWS CloudFormation?",mittel,basics,1.0
210344,null,"Was ermöglicht Infrastructure as Code?",mittel,basics,1.0
210345,null,"Was ist Amazon Lightsail?",mittel,basics,1.0
210346,null,"Was ist AWS Fargate?",mittel,basics,1.0
210347,null,"Welches Preismodell bietet die größten Rabatte?",mittel,praxis,1.0
210348,null,"Was sind Reserved Instances?",mittel,basics,1.0
210349,null,"Was ist der Unterschied zwischen On-Demand und Spot Instances?",mittel,praxis,1.0
210350,null,"Welches Tool erstellt automatische Kostenalarme?",mittel,praxis,1.0
210351,null,"Wie lange gilt der AWS Free Tier für EC2 t2.micro?",mittel,basics,1.0
210352,null,"Was ist AWS Budgets?",mittel,basics,1.0
210353,null,"Welcher Support-Plan bietet 24/7 Telefonsupport?",mittel,praxis,1.0
210354,null,"Was ist AWS Trusted Advisor?",mittel,basics,1.0
210355,null,"Was bietet AWS Personal Health Dashboard?",mittel,basics,1.0
210356,null,"Was ist SAP ERP?",mittel,basics,1.0
210357,null,"Welches Modul behandelt die Finanzbuchhaltung?",mittel,praxis,1.0
210358,null,"Was bedeutet R/3?",mittel,basics,1.0
210359,null,"Was ist SAP S/4HANA?",mittel,basics,1.0
210360,null,"Welches Modul verwaltet Materialwirtschaft?",mittel,praxis,1.0
210361,null,"Was ist die Transaktion SE11?",mittel,basics,1.0
210362,null,"Welches Modul behandelt Vertrieb?",mittel,basics,1.0
